Key,Name,Calories,Fat,Protein,Carbs,Fiber
336702,Custard Pudding Baby Food Flavor Other Than Chocolate Strained,85,2,1.6,16,0
336703,Custard Pudding Baby Food Flavor Other Than Chocolate Junior,86,0.98,1.76,17.58,0.2
336704,White Sauce Milk Sauce,146,10.64,3.7,9.2,0.2
336705,Milk Gravy Quick Gravy,135,9.46,3.89,8.54,0.1
336706,Cheese Nfs,367,29.23,20.57,5.37,0
336707,Cheese Blue Or Roquefort,353,28.74,21.4,2.34,0
336711,Cheese Cheddar,404,33.31,22.87,3.09,0
336715,Cheese Colby Jack,384,31.2,24.12,1.62,0
336718,Cheese Goat,360,28.85,23.52,0.76,0
336719,Cheese Gouda Or Edam,357,27.69,24.98,1.67,0
336723,Cheese Monterey Reduced Fat,313,21.6,28.2,0.7,0
336724,Cheese Mozzarella Nfs,295,19.78,23.75,5.58,0
336726,Cheese Mozzarella Part Skim,295,19.78,23.75,5.58,0
336727,Cheese Mozzarella Reduced Sodium,280,17.1,27.5,3.1,0
336728,Cheese Mozzarella Nonfat Or Fat Free,141,0,31.7,3.5,1.8
336730,Cheese Muenster Reduced Fat,271,17.6,24.7,3.5,0
336731,Cheese Parmesan Dry Grated,420,27.84,28.42,13.91,0
336734,Cheese Parmesan Dry Grated Fat Free,370,5,40,40,0
336735,Cheese Port Du Salut,352,28.2,23.78,0.57,0
336739,Cheese Swiss Reduced Sodium,374,27.4,28.4,3.4,0
336740,Cheese Swiss Reduced Fat,179,5.1,28.4,3.4,0
336742,Cheese Cheddar Reduced Sodium,398,32.62,24.35,1.91,0
336745,Queso Anejo (Aged Mexican Cheese),373,29.98,21.44,4.63,0
336746,Queso Asadero,356,28.26,22.6,2.87,0
336750,Cheese Cottage Nfs,81,2.27,10.45,4.76,0
336752,Cottage Cheese Farmers,143,9.8,10.49,3.18,0
336753,Cheese Ricotta,156,10.44,11.32,4.09,0
336754,Cheese Cottage With Fruit,97,3.85,10.69,4.61,0.2
336756,Cheese Cottage Dry Curd,72,0.29,10.34,6.66,0
336757,Cheese Cottage Salted Dry Curd,71,0.29,10.24,6.59,0
336758,Puerto Rican White Cheese (Queso Del Pais Blanco),174,12.98,11.26,3.04,0
336759,Cheese Cottage Lowfat (1-2% Fat),81,2.27,10.45,4.76,0
336760,Cheese Cottage Lowfat With Fruit,71,1.47,6.88,8.26,0.5
336761,Cheese Cottage Lowfat With Vegetables,67,1,10.9,3,0
336762,Cheese Cottage Lowfat Low Sodium,72,1,12.4,2.7,0
336763,Cheese Cottage Lowfat Lactose Reduced,74,1,12.4,3.2,0.6
336765,Cheese Cream Light Or Lite (Formerly Called Cream Cheese Lowfat),201,15.28,7.85,8.13,0
336766,Cheese American And Swiss Blends,366,30.71,18.13,4.78,0
336767,Cheese American,312,23.11,17.12,8.8,0
336768,Cheese American Reduced Fat,240,14.1,17.6,10.6,0
336770,Cheese American Reduced Sodium,376,31.19,22.2,1.6,0
336772,Cheese Processed Cream Cheese Product Nonfat Or Fat Free,105,1,15.69,7.66,0
336773,Cheese Processed Cheese Food,330,25.63,16.86,8.56,0
336774,Cheese Processed With Vegetables,375,31.2,22.13,1.73,0.1
336775,Cheese  With Wine,330,25.63,16.86,8.56,0
336776,Cheese Spread American Or Cheddar Cheese Base,290,21.23,16.41,8.73,0
336777,Cheese Spread Swiss Cheese Base,290,21.23,16.41,8.73,0
336778,Cheese Spread Cream Cheese Regular,295,28.6,7.1,3.5,0
336779,Cheese Spread Cream Cheese Light Or Lite,201,15.28,7.85,8.13,0
336780,Cheese Spread Pressurized Can,290,21.23,16.41,8.73,0
336781,Imitation Cheese,390,32,25,1,0
336782,Cheese Cottage Cheese With Gelatin Dessert,81,2.32,6.55,8.37,0
336783,Cheese Cottage Cheese With Gelatin Dessert And Fruit,88,1.78,5.1,13.17,0.4
336784,Cheese Cottage Cheese With Gelatin Dessert And Vegetables,82,2.85,7.71,6.27,0.2
336785,Cheese With Nuts,424,37.72,17.87,5.89,1.5
336786,Dip Cream Cheese Base,351,34.93,5.16,5.38,0
336787,Shrimp Dip Cream Cheese Base,259,23.19,8.8,4.38,0.3
336788,Dip Cheese With Chili Pepper (Chili Con Queso),143,9.51,3.14,11.14,0.7
336789,Dip Cheese Base Other Than Cream Cheese,143,9.51,3.14,11.14,0.7
336790,Topping From Cheese Pizza,228,14.32,16.89,8.03,1
336791,Topping From Vegetable Pizza,246,15.26,15.61,12.6,2.3
336792,Topping From Meat Pizza,328,24.63,19.48,6.55,0.7
336793,Topping From Meat And Vegetable Pizza,305,22.13,17.81,8.47,1
336794,Cheese Fondue,276,21.19,19.3,1.93,0
336795,Cheese Souffle,204,15.62,9.34,6.38,0.1
336796,Welsh Rarebit,162,11.92,7.35,6.44,0.1
336797,Cheese Sandwich,304,13.61,11.03,33.8,1.7
336798,Cheese Sandwich Grilled,340,17.61,11.09,34.13,1.7
336799,Cheese Sandwich Hoagie,294,16.1,15.58,21.19,0.8
336800,Cheese Sauce,197,14.92,10.33,5.48,0.1
336801,Cheese Sauce Made With Lowfat Cheese,124,7.62,6.84,7.06,0.1
336802,Alfredo Sauce,447,45.81,8.39,2.19,0
336803,Mozzarella Sticks Breaded Baked Or Fried,325,18.33,14.75,25.14,2
336804,Mozzarella Cheese Tomato And Basil With Oil And Vinegar Dressing,139,10.7,7.18,4.18,0.8
336805,Cheddar Cheese Soup Home Recipe Canned Or Ready-To-Serve,66,2.93,2.02,8.11,1.1
336806,Beer Cheese Soup Made With Milk,192,15.33,6.1,6.64,0.3
336807,Meat Nfs,201,8.3,29.65,0,0
336808,Meat Baby Food Ns As To Type Ns As To Strained Or Junior,106,5.21,12.86,1.26,0
336809,Meat Sticks Baby Food Ns As To Type Of Meat,184,14.6,13.4,1.1,0.2
336810,Ground Meat Nfs,260,16.82,25.54,0,0
336811,Beef Ns As To Cut Cooked Ns As To Fat Eaten,184,6.75,29.23,0,0
336812,Beef Ns As To Cut Cooked Lean And Fat Eaten,235,13.44,27.06,0,0
336813,Beef Ns As To Cut Cooked Lean Only Eaten,184,6.75,29.23,0,0
336814,Steak Ns As To Type Of Meat Cooked Ns As To Fat Eaten,184,6.75,29.23,0,0
336815,Steak Ns As To Type Of Meat Cooked Lean And Fat Eaten,235,13.44,27.06,0,0
336816,Steak Ns As To Type Of Meat Cooked Lean Only Eaten,184,6.75,29.23,0,0
336817,Beef Pickled,251,18.98,18.17,0.47,0
336818,Beef Ns As To Cut Fried Ns To Fat Eaten,184,6.75,29.23,0,0
336819,Beef Steak Ns As To Cooking Method Ns As To Fat Eaten,184,6.75,29.23,0,0
336820,Beef Steak Ns As To Cooking Method Lean And Fat Eaten,235,13.44,27.06,0,0
336821,Beef Steak Ns As To Cooking Method Lean Only Eaten,184,6.75,29.23,0,0
336822,Beef Steak Broiled Or Baked Ns As To Fat Eaten,184,6.75,29.23,0,0
336823,Beef Steak Broiled Or Baked Lean And Fat Eaten,235,13.44,27.06,0,0
336824,Beef Steak Broiled Or Baked Lean Only Eaten,184,6.75,29.23,0,0
336825,Beef Steak Fried Ns As To Fat Eaten,184,6.75,29.23,0,0
336826,Beef Steak Fried Lean And Fat Eaten,235,13.44,27.06,0,0
336827,Beef Steak Fried Lean Only Eaten,184,6.75,29.23,0,0
336828,Beef Steak Breaded Or Floured Baked Or Fried Ns As To Fat Eaten,247,10.91,25.04,12.18,0.7
336829,Beef Steak Breaded Or Floured Baked Or Fried Lean And Fat Eaten,267,13.37,24.42,12.18,0.7
336830,Beef Steak Breaded Or Floured Baked Or Fried Lean Only Eaten,247,10.91,25.04,12.18,0.7
336831,Beef Steak Battered Fried Ns As To Fat Eaten,231,11.79,21.2,9.96,0.3
336832,Beef Steak Battered Fried Lean And Fat Eaten,252,14.2,19.86,11.02,0.4
336833,Beef Steak Battered Fried Lean Only Eaten,236,12.28,20.34,11.02,0.4
336834,Beef Steak Braised Ns As To Fat Eaten,251,13.19,30.8,0,0
336835,Beef Steak Braised Lean And Fat Eaten,251,13.19,30.8,0,0
336836,Beef Steak Braised Lean Only Eaten,164,5.34,28.94,0,0
336837,Beef Oxtails Cooked,251,13.19,30.8,0,0
336838,Beef Neck Bones Cooked,299,19.06,29.87,0,0
336839,Beef Shortribs Cooked Ns As To Fat Eaten,293,17.98,30.5,0,0
336840,Beef Shortribs Cooked Lean And Fat Eaten,467,41.63,21.39,0,0
336841,Beef Shortribs Cooked Lean Only Eaten,293,17.98,30.5,0,0
336842,Beef Shortribs Barbecued With Sauce Ns As To Fat Eaten,397,30.81,15.98,12.74,0.3
336843,Beef Shortribs Barbecued With Sauce Lean And Fat Eaten,397,30.81,15.98,12.74,0.3
336844,Beef Shortribs Barbecued With Sauce Lean Only Eaten,269,13.42,22.68,12.74,0.3
336845,Beef Cow Head Cooked,257,16.45,25.89,0,0
336846,Beef Roast Roasted Ns As To Fat Eaten,167,4.94,28.57,0,0
336847,Beef Roast Roasted Lean And Fat Eaten,159,4.45,29.65,0,0
336848,Beef Roast Roasted Lean Only Eaten,150,3.71,29.13,0,0
336849,Beef Roast Canned,219,11.34,27.45,0,0
336850,Beef Pot Roast Braised Or Boiled Ns As To Fat Eaten,251,13.19,30.8,0,0
336851,Beef Pot Roast Braised Or Boiled Lean And Fat Eaten,155,4.34,29.09,0,0
336852,Beef Pot Roast Braised Or Boiled Lean Only Eaten,251,13.19,30.8,0,0
336853,Beef Stew Meat Cooked Ns As To Fat Eaten,251,13.19,30.8,0,0
336854,Beef Stew Meat Cooked Lean And Fat Eaten,236,10.05,34.05,0,0
336855,Beef Stew Meat Cooked Lean Only Eaten,251,13.19,30.8,0,0
336856,Corned Beef Cooked Ns As To Fat Eaten,251,18.98,18.17,0.47,0
336857,Corned Beef Cooked Lean And Fat Eaten,251,18.98,18.17,0.47,0
336858,Corned Beef Cooked Lean Only Eaten,250,14.93,27.1,0,0
336859,Corned Beef Canned Ready-To-Eat,250,14.93,27.1,0,0
336860,Beef Brisket Cooked Ns As To Fat Eaten,216,10,29.5,0,0
336861,Beef Brisket Cooked Lean And Fat Eaten,289,19.36,26.57,0,0
336862,Beef Brisket Cooked Lean Only Eaten,216,10,29.5,0,0
336863,Beef Sandwich Steak (Flaked Formed Thinly Sliced),309,25.42,20.27,0,0
336864,Ground Beef Raw,247,19.07,17.44,0,0
336865,Ground Beef Or Patty Cooked Ns As To Percent Lean (Formerly Ns As To Regular Lean Or Extra Lean),260,16.82,25.54,0,0
336866,Ground Beef Or Patty Breaded Cooked,319,20.98,16.69,14.95,0.9
336867,Ground Beef Patty Cooked (For Fast Food Sandwiches),293,21.65,22.86,0,0
336868,Ground Beef Less Than 80% Lean Cooked (Formerly Regular),246,16.3,23.26,0,0
336869,Ground Beef 80% - 84% Lean Cooked (Formerly Lean),244,15.81,23.84,0,0
336870,Ground Beef 85% - 89% Lean Cooked (Formerly Extra Lean),230,13.9,24.42,0,0
336871,Ground Beef 90% - 94% Lean Cooked,202,10.59,25,0,0
336872,Ground Beef 95% Or More Lean Cooked,163,5.89,25.58,0,0
336873,Ground Beef With Textured Vegetable Protein Cooked,244,14.71,23.57,2.85,1
336874,Beef Bacon Cooked,449,34.4,31.3,1.4,0
336875,Beef Bacon Reduced Sodium Cooked,541,41.78,37.04,1.43,0
336876,Beef Dried Chipped Uncooked,153,1.94,31.1,2.76,0
336877,Beef Dried Chipped Cooked In Fat,229,11.9,27.94,2.48,0
336878,Beef Jerky,410,25.6,33.2,11,1.8
336879,Beef Pastrami (Beef Smoked Spiced),147,5.82,21.8,0.36,0
336880,Beef Baby Food Ns As To Strained Or Junior,81,2.52,12.03,2.43,0
336881,Beef Baby Food Strained,81,2.52,12.03,2.43,0
336882,Beef Baby Food Junior,81,2.52,12.03,2.43,0
336883,Pork Ns As To Cut Cooked Ns As To Fat Eaten,211,10.5,27.69,0,0
336884,Pork Ns As To Cut Cooked Lean And Fat Eaten,211,10.5,27.69,0,0
336885,Pork Ns As To Cut Cooked Lean Only Eaten,164,4.55,29.13,0.09,0
336886,Pork Ns As To Cut Fried Ns As To Fat Eaten,211,10.5,27.69,0,0
336887,Pork Ns As To Cut Fried Lean And Fat Eaten,211,10.5,27.69,0,0
336888,Pork Ns As To Cut Fried Lean Only Eaten,164,4.55,29.13,0.09,0
336889,Pork Ns As To Cut Breaded Or Floured Fried Ns As To Fat Eaten,270,11.07,25.03,16.28,1
336890,Pork Ns As To Cut Breaded Or Floured Fried Lean And Fat Eaten,304,15.31,24,16.21,1
336891,Pork Ns As To Cut Breaded Or Floured Fried Lean Only Eaten,270,11.07,25.03,16.28,1
336892,Pork Pickled Ns As To Cut,140,10.02,11.63,0.01,0
336893,Pork Ground Or Patty Cooked,295,20.6,25.48,0,0
336894,Pork Ground Or Patty Breaded Cooked,333,22.72,20.3,10.54,0.6
336895,Pork Jerky,410,25.6,33.2,11,1.8
336896,Pork Chop Ns As To Cooking Method Ns As To Fat Eaten,211,10.5,27.69,0,0
336897,Pork Chop Ns As To Cooking Method Lean And Fat Eaten,211,10.5,27.69,0,0
336898,Pork Chop Ns As To Cooking Method Lean Only Eaten,164,4.55,29.13,0.09,0
336899,Pork Chop Broiled Or Baked Ns As To Fat Eaten,211,10.5,27.69,0,0
336900,Pork Chop Broiled Or Baked Lean And Fat Eaten,211,10.5,27.69,0,0
336901,Pork Chop Broiled Or Baked Lean Only Eaten,164,4.55,29.13,0.09,0
336902,Pork Chop Breaded Or Floured Broiled Or Baked Ns As To Fat Eaten,239,10.21,26.87,8.4,0.6
336903,Pork Chop Breaded Or Floured Broiled Or Baked Lean And Fat Eaten,239,10.21,26.87,8.4,0.6
336904,Pork Chop Breaded Or Floured Broiled Or Baked Lean Only Eaten,196,4.8,28.19,8.48,0.6
336905,Pork Chop Fried Ns As To Fat Eaten,211,10.5,27.69,0,0
336906,Pork Chop Fried Lean And Fat Eaten,211,10.5,27.69,0,0
336907,Pork Chop Fried Lean Only Eaten,164,4.55,29.13,0.09,0
336908,Pork Chop Breaded Or Floured Fried Ns As To Fat Eaten,304,15.31,24,16.21,1
336909,Pork Chop Breaded Or Floured Fried Lean And Fat Eaten,304,15.31,24,16.21,1
336910,Pork Chop Breaded Or Floured Fried Lean Only Eaten,270,11.07,25.03,16.28,1
336911,Pork Chop Battered Fried Ns As To Fat Eaten,281,14.97,22.6,12.78,0.4
336912,Pork Chop Battered Fried Lean And Fat Eaten,281,14.97,22.6,12.78,0.4
336913,Pork Chop Battered Fried Lean Only Eaten,246,10.57,23.67,12.84,0.4
336914,Pork Chop Stewed Ns As To Fat Eaten,211,10.5,27.69,0,0
336915,Pork Chop Stewed Lean And Fat Eaten,211,10.5,27.69,0,0
336916,Pork Chop Stewed Lean Only Eaten,164,4.55,29.13,0.09,0
336917,Pork Chop Smoked Or Cured Cooked Ns As To Fat Eaten,280,21.35,20.43,0,0
336918,Pork Chop Smoked Or Cured Cooked Lean And Fat Eaten,280,21.35,20.43,0,0
336919,Pork Chop Smoked Or Cured Cooked Lean Only Eaten,170,7.04,24.94,0,0
336920,Pork Steak Or Cutlet Ns As To Cooking Method Ns As To Fat Eaten,239,15.86,22.96,0.06,0
336921,Pork Steak Or Cutlet Ns As To Cooking Method Lean And Fat Eaten,239,15.86,22.96,0.06,0
336922,Pork Steak Or Cutlet Ns As To Cooking Method Lean Only Eaten,171,7.42,24.61,0.07,0
336923,Pork Steak Or Cutlet Battered Fried Ns As To Fat Eaten,271,17.53,19.87,7.62,0.2
336924,Pork Steak Or Cutlet Battered Fried Lean And Fat Eaten,271,17.53,19.87,7.62,0.2
336925,Pork Steak Or Cutlet Battered Fried Lean Only Eaten,216,10.76,21.19,7.63,0.2
336926,Pork Steak Or Cutlet Broiled Or Baked Ns As To Fat Eaten,239,15.86,22.96,0.06,0
336927,Pork Steak Or Cutlet Broiled Or Baked Lean And Fat Eaten,239,15.86,22.96,0.06,0
336928,Pork Steak Or Cutlet Broiled Or Baked Lean Only Eaten,171,7.42,24.61,0.07,0
336929,Pork Steak Or Cutlet Fried Ns As To Fat Eaten,239,15.86,22.96,0.06,0
336930,Pork Steak Or Cutlet Fried Lean And Fat Eaten,239,15.86,22.96,0.06,0
336931,Pork Steak Or Cutlet Fried Lean Only Eaten,171,7.42,24.61,0.07,0
336932,Pork Steak Or Cutlet Breaded Or Floured Broiled Or Baked Ns As To Fat Eaten,264,14.79,22.3,9.15,0.4
336933,Pork Steak Or Cutlet Breaded Or Floured Broiled Or Baked Lean And Fat Eaten,264,14.79,22.3,9.15,0.4
336934,Pork Steak Or Cutlet Breaded Or Floured Broiled Or Baked Lean Only Eaten,202,7.12,23.8,9.15,0.4
336935,Pork Steak Or Cutlet Breaded Or Floured Fried Ns As To Fat Eaten,305,16.65,21.08,16.61,1
336936,Pork Steak Or Cutlet Breaded Or Floured Fried Lean And Fat Eaten,324,19.12,20.64,16.26,1
336937,Pork Steak Or Cutlet Breaded Or Floured Fried Lean Only Eaten,275,13.11,21.81,16.26,1
336938,Pork Tenderloin Cooked Ns As To Cooking Method,154,4.33,26.9,0,0
336939,Pork Tenderloin Breaded Fried,294,15.55,22,15.22,0.9
336940,Pork Tenderloin Braised,142,2.8,27.24,0,0
336941,Pork Tenderloin Baked,154,4.33,26.9,0,0
336942,Pork Tenderloin Battered Fried,193,7.07,23.29,7.57,0.2
336943,Ham Fried Ns As To Fat Eaten,187,11.41,19.16,1.28,0
336944,Ham Fried Lean And Fat Eaten,187,11.41,19.16,1.28,0
336945,Ham Fried Lean Only Eaten,177,9.77,20.55,1,0
336946,Ham Breaded Or Floured Fried Ns As To Fat Eaten,200,10.42,18.36,7.34,0.3
336947,Ham Breaded Or Floured Fried Lean And Fat Eaten,200,10.42,18.36,7.34,0.3
336948,Ham Breaded Or Floured Fried Lean Only Eaten,191,9.11,19.66,6.79,0.4
336949,Ham Fresh Cooked Ns As To Fat Eaten,271,17.46,26.61,0,0
336950,Ham Fresh Cooked Lean And Fat Eaten,271,17.46,26.61,0,0
336951,Ham Fresh Cooked Lean Only Eaten,209,9.36,29.16,0,0
336952,Ham Smoked Or Cured Cooked Ns As To Fat Eaten,149,6.7,20.09,1.19,0
336953,Ham Smoked Or Cured Cooked Lean And Fat Eaten,149,6.7,20.09,1.19,0
336954,Ham Smoked Or Cured Cooked Lean Only Eaten,139,4.95,21.64,1.05,0
336955,Ham Prosciutto,195,8.32,27.8,0.3,0
336956,Ham Smoked Or Cured Canned Ns As To Fat Eaten,132,6.17,17.46,1,0
336957,Ham Smoked Or Cured Canned Lean And Fat Eaten,132,6.17,17.46,1,0
336958,Ham Smoked Or Cured Canned Lean Only Eaten,117,4.31,17.8,1,0
336959,Ham Smoked Or Cured Ground Patty,325,27.25,18.53,1.42,0
336960,Pork Roast Ns As To Cut Cooked Ns As To Fat Eaten,246,14.53,26.86,0,0
336961,Pork Roast Ns As To Cut Cooked Lean And Fat Eaten,246,14.53,26.86,0,0
336962,Pork Roast Ns As To Cut Cooked Lean Only Eaten,207,9.55,28.38,0,0
336963,Pork Roast Loin Cooked Ns As To Fat Eaten,246,14.53,26.86,0,0
336964,Pork Roast Loin Cooked Lean And Fat Eaten,246,14.53,26.86,0,0
336965,Pork Roast Loin Cooked Lean Only Eaten,207,9.55,28.38,0,0
336966,Fried Pork Chunks Puerto Rican Style (Carne De Cerdo Frita Masitas Fritas),257,11.35,35.33,0.86,0.1
336967,Pork Roast Shoulder Cooked Ns As To Fat Eaten,290,21.21,23.09,0,0
336968,Pork Roast Shoulder Cooked Lean And Fat Eaten,290,21.21,23.09,0,0
336969,Pork Roast Shoulder Cooked Lean Only Eaten,228,13.43,25.12,0,0
336970,Pork Roast Smoked Or Cured Cooked Ns As To Fat Eaten,165,7.66,21.97,0.5,0
336971,Pork Roast Smoked Or Cured Cooked Lean And Fat Eaten,165,7.66,21.97,0.5,0
336972,Pork Roast Smoked Or Cured Cooked Lean Only Eaten,157,5.5,25.05,0,0
336973,Pork Roll Cured Fried,347,32,12.2,2.05,0
336974,Canadian Bacon Cooked,146,2.78,28.31,1.8,0
336975,Bacon Ns As To Type Of Meat Cooked,468,35.09,33.92,1.7,0
336976,Bacon Ns As To Type Of Meat Reduced Sodium Cooked,253,20,13.33,4.8,0
336977,Pork Bacon Ns As To Fresh Smoked Or Cured Cooked,468,35.09,33.92,1.7,0
336978,Pork Bacon Ns As To Fresh Smoked Or Cured Reduced Sodium Cooked,541,41.78,37.04,1.43,0
336979,Pork Bacon Smoked Or Cured Cooked,468,35.09,33.92,1.7,0
336980,Bacon Or Side Pork Fresh Cooked,468,35.09,33.92,1.7,0
336981,Pork Bacon Smoked Or Cured Reduced Sodium Cooked,541,41.78,37.04,1.43,0
336982,Salt Pork Cooked,754,80.98,5.49,0,0
336983,Fat Back Cooked,812,88.36,3.65,0,0
336984,Pork Spareribs Cooked Ns As To Fat Eaten,394,30.05,28.82,0,0
336985,Pork Spareribs Cooked Lean And Fat Eaten,394,30.05,28.82,0,0
336986,Pork Spareribs Cooked Lean Only Eaten,206,9.24,28.79,0,0
336987,Pork Spareribs Barbecued With Sauce Ns As To Fat Eaten,343,22.29,21.45,12.74,0.3
336988,Pork Spareribs Barbecued With Sauce Lean And Fat Eaten,343,22.29,21.45,12.74,0.3
336989,Pork Spareribs Barbecued With Sauce Lean Only Eaten,224,9.82,19.63,12.74,0.3
336990,Pork Cracklings Cooked,468,35.09,33.92,1.7,0
336991,Pork Ears Tail Head Snout Miscellaneous Parts Cooked,236,13.77,26.14,0,0
336992,Pork Neck Bones Cooked,182,7.96,25.85,0,0
336993,Pork Pigs Feet Cooked,236,15.92,21.76,0,0
336994,Pork Pigs Feet Pickled,140,10.02,11.63,0.01,0
336995,Pork Pigs Hocks Cooked,233,14.21,24.67,0,0
336996,Pork Skin Rinds Deep-Fried,544,31.3,61.3,0,0
336997,Pork Skin Boiled,621,65.55,7,0,0
336998,Ham Baby Food Strained,97,3.8,11.3,3.7,0
336999,Meat Stick Baby Food,184,14.6,13.4,1.1,0.2
337000,Lamb Ns As To Cut Cooked,292,20.77,24.32,0,0
337001,Lamb Chop Ns As To Cut Cooked Ns As To Fat Eaten,313,22.89,24.96,0,0
337002,Lamb Chop Ns As To Cut Cooked Lean And Fat Eaten,313,22.89,24.96,0,0
337003,Lamb Chop Ns As To Cut Cooked Lean Only Eaten,214,9.65,29.74,0,0
337004,Lamb Loin Chop Cooked Ns As To Fat Eaten,313,22.89,24.96,0,0
337005,Lamb Loin Chop Cooked Lean And Fat Eaten,313,22.89,24.96,0,0
337006,Lamb Loin Chop Cooked Lean Only Eaten,214,9.65,29.74,0,0
337007,Lamb Shoulder Chop Cooked Ns As To Fat Eaten,274,19.8,22.32,0,0
337008,Lamb Shoulder Chop Cooked Lean And Fat Eaten,274,19.8,22.32,0,0
337009,Lamb Shoulder Chop Cooked Lean Only Eaten,202,10.68,24.73,0,0
337010,Lamb Ribs Cooked Lean Only Eaten,233,12.84,27.51,0,0
337011,Lamb Ribs Cooked Ns As To Fat Eaten,358,29.34,21.95,0,0
337012,Lamb Ribs Cooked Lean And Fat Eaten,358,29.34,21.95,0,0
337013,Lamb Hocks Cooked,241,13.35,28.13,0,0
337014,Lamb Roast Cooked Ns As To Fat Eaten,265,18.07,23.83,0,0
337015,Lamb Roast Cooked Lean And Fat Eaten,265,18.07,23.83,0,0
337016,Lamb Roast Cooked Lean Only Eaten,196,9.18,26.4,0,0
337017,Lamb Ground Or Patty Cooked,281,19.49,24.54,0,0
337018,Goat Boiled,142,3,26.87,0,0
337019,Goat Fried,153,4.52,26.46,0,0
337020,Goat Baked,142,3,26.87,0,0
337021,Goat Head Cooked,144,5.46,21.82,0.48,0
337022,Goat Ribs Cooked,142,3,26.87,0,0
337023,Veal Ns As To Cut Cooked Ns As To Fat Eaten,229,11.3,29.85,0,0
337024,Veal Ns As To Cut Cooked Lean And Fat Eaten,229,11.3,29.85,0,0
337025,Veal Ns As To Cut Cooked Lean Only Eaten,194,6.52,31.63,0,0
337026,Veal Chop Ns As To Cooking Method Ns As To Fat Eaten,215,12.22,24.59,0,0
337027,Veal Chop Ns As To Cooking Method Lean And Fat Eaten,215,12.22,24.59,0,0
337028,Veal Chop Ns As To Cooking Method Lean Only Eaten,174,6.88,26.1,0,0
337029,Veal Chop Fried Ns As To Fat Eaten,238,9.18,27.29,9.91,0.3
337030,Veal Chop Fried Lean And Fat Eaten,238,9.18,27.29,9.91,0.3
337031,Veal Chop Fried Lean Only Eaten,216,6.27,28.41,9.84,0.2
337032,Veal Chop Broiled Ns As To Fat Eaten,215,12.22,24.59,0,0
337033,Veal Chop Broiled Lean And Fat Eaten,215,12.22,24.59,0,0
337034,Veal Chop Broiled Lean Only Eaten,174,6.88,26.1,0,0
337035,Veal Cutlet Or Steak Ns As To Cooking Method Ns As To Fat Eaten,209,7.28,33.67,0,0
337036,Veal Cutlet Or Steak Ns As To Cooking Method Lean And Fat Eaten,209,6.28,35.86,0,0
337037,Veal Cutlet Or Steak Ns As To Cooking Method Lean Only Eaten,181,4.58,32.89,0,0
337038,Veal Cutlet Or Steak Broiled Ns As To Fat Eaten,159,4.61,27.47,0,0
337039,Veal Cutlet Or Steak Broiled Lean And Fat Eaten,159,4.61,27.47,0,0
337040,Veal Cutlet Or Steak Broiled Lean Only Eaten,181,4.58,32.89,0,0
337041,Veal Cutlet Or Steak Fried Ns As To Fat Eaten,238,9.18,27.29,9.91,0.3
337042,Veal Cutlet Or Steak Fried Lean And Fat Eaten,238,9.18,27.29,9.91,0.3
337043,Veal Cutlet Or Steak Fried Lean Only Eaten,181,4.58,32.89,0,0
337044,Veal Roasted Ns As To Fat Eaten,229,11.3,29.85,0,0
337045,Veal Roasted Lean And Fat Eaten,229,11.3,29.85,0,0
337046,Veal Roasted Lean Only Eaten,174,6.88,26.1,0,0
337047,Veal Ground Or Patty Cooked,171,7.5,24.18,0,0
337048,Mock Chicken Legs Cooked,231,13.63,20.5,5.21,0.2
337049,Veal Patty Breaded Cooked,280,16.91,21.97,8.53,0.5
337050,Rabbit Ns As To Domestic Or Wild Cooked,205,8.38,30.25,0,0
337051,Rabbit Domestic Ns As To Cooking Method,205,8.38,30.25,0,0
337052,Rabbit Ns As To Domestic Or Wild Breaded Fried,248,12.16,27.65,5.06,0.3
337053,Rabbit Wild Cooked,172,3.5,32.88,0,0
337054,Venison/deer Nfs,190,3.93,36.08,0,0
337055,Venison/deer Cured,187,4.08,35.11,0,0
337056,Venison/deer Roasted,190,3.93,36.08,0,0
337057,Venison/deer Steak Cooked Ns As To Cooking Method,150,2.61,29.8,0,0
337058,Venison/deer Steak Breaded Or Floured Cooked Ns As To Cooking Method,224,7.68,24.88,12.38,0.8
337059,Venison/deer Jerky,396,22.36,32.2,14.78,0
337060,Deer Bologna,299,26.13,10.91,4.29,0
337061,Deer Chop Cooked,193,8.28,28.06,0,0
337062,Venison/deer Ribs Cooked,190,3.93,36.08,0,0
337063,Venison/deer Stewed,190,3.93,36.08,0,0
337064,Moose Cooked,133,0.97,29.15,0,0
337065,Bear Cooked,258,13.33,32.28,0,0
337066,Caribou Cooked,166,4.4,29.64,0,0
337067,Bison Cooked,142,2.41,28.32,0,0
337068,Ground Hog Cooked,234,13.6,25.96,0,0
337069,Opossum Cooked,220,10.16,30.07,0,0
337070,Squirrel Cooked,172,4.67,30.64,0,0
337071,Beaver Cooked,211,6.93,34.7,0,0
337072,Raccoon Cooked,254,14.44,29.08,0,0
337073,Armadillo Cooked,159,4.36,28.18,0,0
337074,Wild Pig Smoked,157,4.3,27.8,0,0
337075,Ostrich Cooked,174,7.01,25.93,0,0
337076,Lamb Baby Food Strained,87,3.41,14.07,0.85,0
337077,Veal Baby Food Strained,81,2.45,13.12,1.51,0
