Key,Name,Calories,Fat,Protein,Carbs,Fiber
167846,Pork Fresh Shoulder Whole Separable Lean Only Cooked Roasted,230,13.54,25.33,0,0
167847,Pork Fresh Shoulder Arm Picnic Separable Lean Only Cooked Braised,194,8.87,26.76,0,0
167848,Pork Fresh Shoulder Arm Picnic Separable Lean Only Cooked Roasted,228,12.62,26.68,0,0
167849,Pork Fresh Shoulder (Boston Butt) Blade (Steaks) Separable Lean And Fat Raw,186,12.36,17.42,0,0
167850,Pork Fresh Shoulder (Boston Butt) Blade (Steaks) Separable Lean And Fat Cooked Braised,267,17.69,25.07,0,0
167851,Boston Steak (Pork),259,16.61,25.58,0,0
167852,Pork Fresh Shoulder Blade Boston (Roasts) Separable Lean Only Cooked Roasted,232,14.3,24.21,0,0
167853,Pork Fresh Spareribs Separable Lean And Fat Raw,277,23.4,15.47,0,0
167854,Pork Spare Ribs,397,30.3,29.06,0,0
167855,Pork Fresh Composite Of Trimmed Retail Cuts (Leg Loin And Shoulder) Separable Lean Only Cooked,201,9.21,27.51,0,0
167856,Pork Fresh Variety Meats And By-Products Chitterlings Cooked Simmered,233,20.32,12.49,0,0
167857,Pork Fresh Variety Meats And By-Products Ears Frozen Raw,234,15.1,22.45,0.6,0
167858,Pork Fresh Variety Meats And By-Products Ears Frozen Cooked Simmered,166,10.8,15.95,0.2,0
167859,Pork Fresh Variety Meats And By-Products Feet Raw,212,12.59,23.16,0,0
167860,Pork Fresh Variety Meats And By-Products Kidneys Cooked Braised,151,4.7,25.4,0,0
167861,Pork Fresh Variety Meats And By-Products Leaf Fat Raw,857,94.16,1.76,0,0
167862,Pork Fresh Variety Meats And By-Products Liver Raw,134,3.65,21.39,2.47,0
167863,Pork Fresh Variety Meats And By-Products Liver Cooked Braised,165,4.4,26.02,3.76,0
167864,Pork Fresh Variety Meats And By-Products Lungs Raw,85,2.72,14.08,0,0
167865,Pork Fresh Variety Meats And By-Products Spleen Raw,100,2.59,17.86,0,0
167866,Pork Fresh Variety Meats And By-Products Spleen Cooked Braised,149,3.2,28.2,0,0
167867,Pork Fresh Variety Meats And By-Products Stomach Raw,159,10.14,16.85,0,0
167868,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean Only Cooked Pan-Fried,222,12.14,26.38,0,0
167869,Canadian Bacon (Raw),110,2.62,20.31,1.34,0
167870,Pork Cured Feet Pickled,140,10.02,11.63,0.01,0
167871,Lean Cured Ham,145,5.53,20.93,1.5,0
167872,Low Fat Cured Ham,178,9.02,22.62,0,0
167873,Pork Cured Ham Patties Unheated,315,28.19,12.78,1.69,0
167874,Pork Cured Ham Steak Boneless Extra Lean Unheated,122,4.25,19.56,0,0
167875,Pork Cured Ham Whole Separable Lean And Fat Unheated,246,18.52,18.49,0.06,0
167876,Pork Cured Ham Whole Separable Lean Only Unheated,147,5.71,22.32,0.05,0
167877,Pork Cured Separable Fat (From Ham And Arm Picnic) Unheated,579,61.41,5.68,0.09,0
167878,Pork Cured Separable Fat (From Ham And Arm Picnic) Roasted,591,61.86,7.64,0,0
167879,Pork Cured Shoulder Arm Picnic Separable Lean And Fat Roasted,280,21.35,20.43,0,0
167880,Pork Cured Shoulder Arm Picnic Separable Lean Only Roasted,170,7.04,24.94,0,0
167881,Pork Fresh Variety Meats And By-Products Tail Cooked Simmered,396,35.8,17,0,0
167882,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean Only Cooked Pan-Fried,195,7.66,29.56,0,0
167883,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean Only Cooked Pan-Fried,211,9.73,28.84,0,0
167884,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean And Fat Cooked Pan-Fried,256,16.56,25.02,0,0
167885,Pork Cured Ham Extra Lean And Regular Canned Unheated,144,7.46,17.97,0,0
167886,Pork Cured Ham Extra Lean And Regular Canned Roasted,167,8.43,20.94,0.49,0
167887,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Pan-Fried,196,7.86,29.36,0,0
167888,Pork Fresh Composite Of Trimmed Retail Cuts (Leg Loin Shoulder And Spareribs) Separable Lean And Fat Raw,216,14.95,18.95,0,0
167889,Pork Fresh Loin Center Rib (Chops Or Roasts) Boneless Separable Lean And Fat Raw,211,14.01,19.9,0,0
167890,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Braised,255,15.79,26.29,0,0
167891,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Broiled,260,15.76,27.63,0,0
167892,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean And Fat Cooked Pan-Fried,273,18.05,25.82,0,0
167893,Pork Fresh Loin Center Rib (Chops) Boneless Separable Lean Only Cooked Pan-Fried,224,11.8,27.68,0,0
167894,Pork Fresh Loin Center Rib (Roasts) Boneless Separable Lean Only Cooked Roasted,214,10.13,28.81,0,0
167895,Pork Fresh Loin Country-Style Ribs Separable Lean And Fat Raw,189,11.82,19.34,0,0
167896,Pork Fresh Loin Country-Style Ribs Separable Lean And Fat Cooked Braised,273,17.71,26.49,0,0
167897,Country-Style Roasted Pork Ribs,359,29.46,21.75,0,0
167898,Pork Fresh Loin Sirloin (Chops) Boneless Separable Lean And Fat Cooked Braised,171,5.47,28.41,0,0
167899,Pork Fresh Loin Sirloin (Chops) Boneless Separable Lean And Fat Cooked Broiled,170,5.53,28.19,0,0
167900,Pork Fresh Loin Sirloin (Roasts) Boneless Separable Lean And Fat Cooked Roasted,192,7.32,29.62,0,0
167901,Pork Fresh Loin Sirloin (Chops Or Roasts) Boneless Separable Lean Only Raw,121,2.59,22.81,0,0
167902,Pork Fresh Ground Raw,263,21.19,16.88,0,0
167903,Cooked Ground Pork,297,20.77,25.69,0,0
167904,Broiled Pork Tenderloin,201,8.11,29.86,0,0
167905,Pork Fresh Loin Tenderloin Separable Lean And Fat Cooked Roasted,147,3.96,26.04,0,0
167906,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean And Fat Cooked,235,13.66,26.07,0,0
167907,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Raw,144,5.88,21.23,0,0
167908,Pork Fresh Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade) Separable Lean Only Cooked,211,9.44,29.47,0,0
167909,Hormel Cure 81 Ham,106,3.59,18.43,0.21,0
167910,Hormel Always Tender Pork Tenderloin Teriyaki-Flavored,119,3.07,18.2,4.63,0
167911,Hormel Canadian Style Bacon,122,4.94,16.88,1.87,0
167912,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean Only With Added Solution Cooked Pan-Broiled,169,5,28.95,0,0
167913,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat With Added Solution Cooked Pan-Broiled,190,7.66,28.35,0,0
167914,Pork Cured Bacon Cooked Baked,548,43.27,35.73,1.35,0
167915,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Heated Roasted,121,3.56,21.41,0.87,0
167916,Pork Cured Ham -- Water Added Rump Bone-In Separable Lean Only Unheated,95,3.48,15.43,0.67,0
167917,Pork Cured Ham -- Water Added Shank Bone-In Separable Lean Only Heated Roasted,128,4.43,20.92,1.2,0
167918,Pork Cured Ham -- Water Added Slice Bone-In Separable Lean Only Heated Pan-Broil,131,4.3,22.04,1.48,0
167919,Pork Cured Ham With Natural Juices Rump Bone-In Separable Lean Only Heated Roasted,137,4.25,24.14,0.48,0
167920,Pork Cured Ham With Natural Juices Shank Bone-In Separable Lean Only Heated Roasted,145,4.97,24.95,0.34,0
167921,Pillsbury Grands Buttermilk Biscuits Refrigerated Dough,293,11.34,6.16,42.41,1.5
167922,Heinz Weight Watcher Chocolate Eclair Frozen,241,6.9,4.4,40.3,2.1
167923,Interstate Brands Corp Wonder Hamburger Rolls,273,4.15,8.07,50.84,2.6
167924,Nabisco Nabisco Snackwells Fat Free Devils Food Cookie Cakes,305,1.09,5,74.25,1.6
167925,Crackers Cheese Sandwich-Type With Cheese Filling,490,24.41,8.92,58.76,1.9
167926,Pancakes Plain Frozen Ready-To-Heat Microwave (Includes Buttermilk),239,4.73,5.88,43.33,2.5
167927,Toaster Pastries Fruit Frosted (Include Apples Blueberry Cherry Strawberry),385,9.02,4.01,71.83,1.8
167928,Toaster Pastries Fruit Toasted (Include Apple Blueberry Cherry Strawberry),409,11.03,4.7,72.7,1
167929,Muffin Blueberry Commercially Prepared Low-Fat,255,4.22,4.23,50.05,4.2
167930,Pie Crust Refrigerated Regular Baked,506,28.69,3.41,58.52,1.4
167931,Pie Crust Deep Dish Frozen Baked Made With Enriched Flour,521,31.84,6.1,52.47,2.3
167932,Pie Crust Refrigerated Regular Unbaked,445,25.46,2.97,51.11,1.8
167933,Crackers Whole-Wheat Reduced Fat,416,7.59,11.34,75.52,10.9
167934,Crackers Wheat Reduced Fat,444,13.37,9.34,71.52,3.4
167935,Bread Pan Dulce Sweet Yeast Bread,367,11.58,9.42,56.38,2.3
167936,Keikitos (Muffins) Latino Bakery Item,467,25.24,6.81,53.16,1.2
167937,Cake Pound Bimbo Bakeries Usa Panque Casero Home Baked Style,418,21.7,6.62,48.94,1
167938,Pan Dulce La Ricura Salpora De Arroz Con Azucar Cookie-Like Contains Wheat Flour And Rice Flour,445,16.11,8.81,66.28,1.2
167939,Garlic Bread Frozen,350,16.61,8.36,41.72,2.5
167940,Cinnamon Buns Frosted (Includes Honey Buns),452,26.61,4.45,48.6,1.2
167941,Crackers Cheese Reduced Fat,418,11.67,10,68.19,3.3
167942,Crackers Saltines Whole Wheat (Includes Multi-Grain),398,10.71,7.14,68.25,6.7
167943,Bread Potato,266,3.13,12.5,47.07,6.3
167944,Bread Cheese,408,20.83,10.42,44.83,2.1
167945,Focaccia Italian Flatbread Plain,249,7.89,8.77,35.82,1.8
167946,Schifftigers Milk Bar,387,14.29,16.8,56.46,2.3
167947,Toblerone Milk Chocolate With Honey And Almond Nougat,489,28.57,5.71,61.21,2.5
167948,Snacks Corn-Based Extruded Onion-Flavor,499,22.6,7.7,65.1,3.9
167949,Snacks Corn-Based Extruded Puffs Or Twists Cheese-Flavor,567,36.54,5.46,54.54,0.8
167950,Snacks Kraft Cornnuts Plain,446,15.64,8.5,71.86,6.9
167951,Snacks Crisped Rice Bar Chocolate Chip,404,13.5,5.1,73,2.2
167952,Snacks Granola Bars Hard Chocolate Chip,438,16.3,7.3,72.1,4.4
167953,Fruit Syrup,341,0,0,85.13,0.1
167954,Snacks Granola Bars Soft Uncoated Plain,443,17.2,7.4,67.3,4.6
167955,Snacks Granola Bars Soft Uncoated Peanut Butter,426,15.8,10.5,64.4,4.3
167956,Topping Smuckers Magic Shell,609,44.1,2.94,50.07,2.9
167957,Syrup Fruit Flavored,261,0.02,0,65.1,0
167958,Snacks Oriental Mix Rice-Based,506,25.58,17.31,51.62,13.2
167959,Snacks Popcorn Air-Popped,387,4.54,12.94,77.78,14.5
167960,Snacks Popcorn Cheese-Flavor,526,33.2,9.3,51.6,9.9
167961,Snacks Pork Skins Plain,544,31.3,61.3,0,0
167962,Snacks Potato Chips Barbecue-Flavor,487,31.06,6.51,55.92,3.8
167963,Snacks Potato Chips Sour-Cream-And-Onion-Flavor,531,33.9,8.1,51.5,5.2
167964,Snacks M&m Mars Combos Snacks Cheddar Cheese Pretzel,463,16.92,9.85,66.5,3.6
167965,Snacks Pretzels Hard Whole-Wheat Including Both Salted And Unsalted,362,2.6,11.1,81.3,7.7
167966,Snacks Rice Cracker Brown Rice Plain,387,2.8,8.2,81.5,4.2
167967,Snacks Rice Cakes Brown Rice Buckwheat,380,3.5,9,80.1,3.8
167968,Snacks Trail Mix Tropical,442,17.1,6.3,65.6,0
167969,Trail Mix,484,31.9,14.2,44.9,5
167970,Snacks Tortilla Chips Taco-Flavor,480,24.2,7.9,63.1,5.3
167971,Tootsie Roll Chocolate-Flavor Roll,387,3.31,1.59,87.73,0.1
167972,Butterscotch Candy,391,3.3,0.03,90.4,0
167973,Carob Unsweetened,540,31.36,8.15,56.29,3.8
167974,Caramel Candy,382,8.1,4.6,77,0
167975,Caramello Candy Bar,462,21.19,6.19,63.81,1.2
167976,Semisweet Chocolate,480,30,4.2,63.9,5.9
167977,Sweet Chocolate,507,34.2,3.9,60.4,5.5
167978,Sweet Chocolate Coated Fondant,366,9.3,2.2,80.4,2.1
167979,Hersheys Golden Almond Solitaires,569,37.13,11.97,46.85,4.4
167980,Confectioners Coating Butterscotch,539,29.05,2.2,67.1,0
167981,Ice Creams French Vanilla Soft-Serve,222,13,4.1,22.2,0.7
167982,York Peppermint Pattie,384,7.17,2.19,80.99,2
167983,Twizzlers Nibs Cherry Bits,347,2.64,2.3,79.37,0.6
167984,Symphony Milk Chocolate Bar,531,30.57,8.51,58.01,1.7
167985,5th Avenue Candy Bar,482,23.98,8.78,62.68,3.1
167986,Fondant Prepared-From-Recipe,373,0.02,0,93.18,0
167987,Fudge Chocolate Prepared-From-Recipe,410,10.41,2.39,76.7,1.7
167988,Fudge Chocolate With Nuts Prepared-From-Recipe,460,18.93,4.38,68.15,2.5
167989,Jelly Gumdrops,396,0,0,98.9,0.1
167990,Hard,394,0.2,0,98,0
167991,Jellybeans,375,0.05,0,93.55,0.2
167992,Kit Kat Wafer Bar,518,25.99,6.51,64.59,1
167993,Krackel Chocolate Bar,523,26.58,6.62,64.34,2.2
167994,Mars Snackfood Us Mars Almond Bar,467,23,8.1,62.7,2
167995,Marshmallows,318,0.2,1.8,81.3,0.1
167996,Halavah Plain,469,21.52,12.49,60.49,4.5
167997,Nestle Oh Henry! Bar,462,23,7.7,65.5,1.9
167998,Puddings Chocolate Dry Mix Instant Prepared With 2% Milk,105,1.92,3.15,18.89,0.4
167999,Baking Chocolate Mexican Squares,426,15.59,3.64,77.41,4
168000,Chocolate-Flavored Hazelnut Spread,539,29.73,5.41,62.36,5.4
168001,Milk Chocolate Coated Peanuts,519,33.5,13.1,49.7,4.7
168002,Glutino Gluten Free Wafers Lemon Flavored,515,24.18,0,74.39,0
168003,Glutino Gluten Free Wafers Milk Chocolate,541,30.42,4.06,62.82,1.6
168004,Marys Gone Crackers Original Crackers Organic Gluten Free,446,15.63,12.06,64.29,16.2
168005,Pepperidge Farm Goldfish Baked Snack Crackers Cheddar,457,16.11,11.71,66.2,0
168006,Pepperidge Farm Goldfish Baked Snack Crackers Explosive Pizza,458,16.82,9.56,67.2,0
168007,Sage Valley Gluten Free Vanilla Sandwich Cookies,499,22.15,3.13,71.88,1
168008,Schar Gluten-Free Classic White Rolls,239,2.65,3.34,50.47,5.1
168009,Schar Gluten-Free Wheat-Free Classic White Bread,240,4.47,3.81,46.13,5.1
168010,Udis Gluten Free Classic French Dinner Rolls,310,6.4,7.99,55.1,3.6
168011,Vans Gluten Free Totally Original Waffles,248,8.22,2.99,40.54,0
168012,Vans The Perfect 10 Crispy Six Whole Grain + Four Seed Baked Crackers Gluten Free,471,18.93,7.63,67.57,0
168013,Bread Multi-Grain (Includes Whole-Grain),265,4.23,13.36,43.34,7.4
168014,Cookies Animal Crackers (Includes Arrowroot Tea Biscuits),446,13.8,6.9,74.1,1.1
168015,Sweet Potatoes French Fried Crosscut Frozen Unprepared,209,11.1,1.7,25.52,3.4
168016,Sweet Potato Puffs Frozen Unprepared,161,3.58,1.36,30.72,1.9
168017,Mouse Nuts Roots (Alaska Native),81,0.1,3.9,16.1,0
168018,Mouse Nuts Seedlings (Alaska Native),104,1.1,7.3,16.3,0
168019,Octopus (Alaska Native),56,0.8,12.3,0,0
168020,Seal Bearded (Oogruk) Meat Dried (Alaska Native),351,2.3,82.6,0,0
168021,Fish Pike Northern Liver (Alaska Native),156,8,16.6,4.3,0
168022,Rhubarb Wild Leaves (Alaska Native),61,0.5,4.2,9.9,0
168023,Fish Salmon Tipnuk Fermented (Alaska Native),159,10.6,15.9,0,0
168024,Fish Salmon King Chinook Kippered Canned (Alaska Native),266,15.9,30.7,0,0
168025,Seal Ringed Meat (Alaska Native),142,3.2,28.4,0,0
168026,Seal Ringed Liver (Alaska Native),116,3.3,18.6,2.9,0
168027,Soup Fish Homemade (Alaska Native),72,2.2,7.4,5.6,0
168028,Sourdock Young Leaves (Alaska Native),42,0.7,2.3,6.5,0
168029,Walrus Meat Raw (Alaska Native),199,13.6,19.2,0,0
168030,Walrus Meat And Subcutaneous Fat Raw (Alaska Native),282,24.1,16.3,0,0
168031,Walrus Liver Raw (Alaska Native),125,3,21,3.5,0
168032,Oil Walrus (Alaska Native),900,100,0,0,0
168033,Fish Whitefish Mixed Species Raw (Alaska Native),131,6.1,18.9,0,0
168034,Fish Whitefish Broad Head Eyes Cheeks And Soft Bones (Alaska Native),107,3.6,18.6,0,0
168035,Willow Leaves In Oil (Alaska Native),592,61,2.6,8.1,0
168036,Willow Young Leaves Chopped (Alaska Native),122,1.6,6.1,20.7,0
168037,Corn White Steamed (Navajo),386,5.18,9.72,75.2,16.6
168038,Cornmeal White (Navajo),398,5.04,10.99,77.14,10.4
168039,Cornmeal Yellow (Navajo),384,5.88,9.85,72.9,9.4
168040,Squash Indian Raw (Navajo),26,0.2,0.52,5.64,0
168041,Tortilla Includes Plain And From Mutton Sandwich (Navajo),237,0.95,7.28,49.94,2.4
168042,Stew Dumpling With Mutton (Navajo),101,3.78,8.71,8.03,0
168043,Stew Hominy With Mutton (Navajo),83,2.06,6.71,9.38,2
168044,Stew Mutton Corn Squash (Navajo),103,4.34,8.62,7.27,1.7
168045,Fish Salmon Sockeye (Red) Raw (Alaska Native),153,7.28,21.94,0,0
168046,Fish Salmon Chum Raw (Alaska Native),116,3.67,20.69,0,0
168047,Fish Salmon King (Chinook) Raw (Alaska Native),187,11.73,20.25,0,0
168048,Salmonberries Raw (Alaska Native),47,0.33,0.85,10.05,1.9
168049,Caribou Shoulder Meat Dried (Alaska Native),271,3.67,59.38,0,0
168050,Caribou Hind Quarter Meat Raw (Alaska Native),122,3.37,22.63,0,0
168051,Seal Bearded (Oogruk) Meat Dried In Oil (Alaska Native),367,25.08,35.31,0,0
168052,Fish Whitefish Dried (Alaska Native),371,13.44,62.44,0,0
168053,Seal Bearded (Oogruk) Meat Low Quadrant Raw (Alaska Native),186,10.17,23.63,0,0
168054,Fish Salmon Chum Dried (Alaska Native),378,14.38,62.09,0,0
168055,Elk Free Range Ground Cooked Patties (Shoshone Bannock),143,2.8,29.45,0,0
168056,Elk Free Range Ground Raw (Shoshone Bannock),97,1.8,20.14,0,0
168057,Elk Free Range Roast Eye Of Round Cooked (Shoshone Bannock),148,2.85,30.56,0,0
168058,Chokecherries Raw Pitted (Shoshone Bannock),156,0.98,2.89,33.88,17
168059,Steelhead Trout Dried Flesh (Shoshone Bannock),382,8.06,77.27,0,0
168060,Steelhead Trout Boiled Canned (Alaska Native),159,8.26,21.11,0,0
168061,Acorn Stew (Apache),95,3.47,6.81,9.22,0.7
168062,Restaurant Italian Chicken Parmesan Without Pasta,204,10.64,16.17,10.92,0.9
168063,Restaurant Latino Arroz Con Leche (Rice Pudding),146,3.69,3.2,24.92,0.5
168064,Restaurant Latino Arroz Con Frijoles Negros (Rice And Black Beans),151,3.85,4.64,24.4,3.4
168065,Restaurant Latino Arroz Con Habichuelas Colorados (Rice And Red Beans),142,3.46,3.96,23.74,2.6
168066,Restaurant Latino Arroz Con Grandules (Rice And Pigeonpeas),182,4.98,3.5,30.75,1.4
168067,Restaurant Latino Tamale Pork,174,9.04,7.35,15.75,2.4
168068,Restaurant Latino Black Bean Soup,103,2.57,5.1,14.79,4.9
168069,Restaurant Latino Tripe Soup,74,2.58,8.61,4.07,0
168070,Restaurant Latino Arepa (Unleavened Cornmeal Bread),219,5.38,5.48,37.14,2.6
168071,Restaurant Latino Bunuelos (Fried Yeast Bread),462,26.24,8.02,48.57,1.5
168072,Restaurant Chinese Beef And Vegetables,105,5.3,7.08,7.29,1.5
168073,Cracker Barrel Chicken Tenderloin Platter Fried From Kids Menu,294,15.41,18.67,20.24,1
168074,Cracker Barrel Country Fried Shrimp Platter,287,16.77,12.62,21.4,0.3
168075,Cracker Barrel Farm Raised Catfish Platter,266,17.05,22.94,5.31,1.6
168076,Dennys Mozzarella Cheese Sticks,324,17.87,13.56,27.22,1.6
168077,Dennys Golden Fried Shrimp,319,20.01,13.88,20.93,1.5
168078,Dennys Macaroni & Cheese From Kids Menu,150,4.92,5.19,21.16,1.2
168079,Dennys Chicken Nuggets Star Shaped From Kids Menu,377,28.57,16.27,13.59,0.8
168080,Restaurant Chinese Shrimp And Vegetables,78,4.05,5.9,4.52,1.4
168081,Restaurant Chinese Sweet And Sour Chicken,250,12.65,10.1,23.86,1
168082,Restaurant Chinese Sweet And Sour Pork,270,15.66,8.91,23.34,1
168083,Restaurant Chinese Chicken Chow Mein,85,2.8,6.76,8.29,1
168084,Restaurant Chinese Vegetable Chow Mein Without Meat Or Noodles,43,1.68,1.34,5.74,1.2
168085,Olive Garden Spaghetti With Meat Sauce,121,3.28,5.8,17.19,1.7
168086,Carrabbas Italian Grill Spaghetti With Meat Sauce,122,3.92,5.87,15.71,1.5
168087,Restaurant Chinese Sesame Chicken,293,14.25,14.33,26.88,0.7
168088,Syrups Grenadine,268,0,0,66.91,0
168089,Imitation Cheese American Or Cheddar Low Cholesterol,390,32,25,1,0
168090,Babyfood Banana Juice With Low Fat Yogurt,86,0.8,2.5,17.54,0.4
168091,Babyfood Mixed Fruit Juice With Low Fat Yogurt,74,0.8,2.4,14.68,0.4
168092,Turkey Ham Sliced Extra Lean Prepackaged Or Deli-Sliced,134,5.8,19.6,0.93,0
168093,Salad Dressing Peppercorn Dressing Commercial Regular,564,61.4,1.2,3.5,0
168094,Mayonnaise Reduced-Calorie Or Diet Cholesterol-Free,333,33.3,0.9,6.7,0
168095,Granola Bar Soft Milk Chocolate Coated Peanut Butter,536,31.2,9.6,54.1,3.8
168096,Salad Dressing Italian Dressing Reduced Calorie,200,20,0.3,6.7,0.2
168097,Cream Substitute Liquid Light,71,3.5,0.8,9.1,0
168098,Cheese Monterey Low Fat,313,21.6,28.2,0.7,0
168099,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Fat-Free,107,2.7,1.4,20,0
168100,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Cholesterol-Free,140,8,1,16,0
168101,Bologna Beef Low Fat,204,14.8,11.8,5.2,0
168102,Mars Snackfood Us Twix Chocolate Fudge Cookie Bars,553,33.3,7.3,56,3
168103,Frozen Yogurts Chocolate Nonfat Milk Sweetened Without Sugar,107,0.8,4.4,19.7,2
168104,Frozen Yogurts Chocolate,131,3.6,3,21.6,2.3
168105,Frozen Yogurts Flavors Other Than Chocolate,127,3.6,3,21.6,0
168106,Papad,371,3.25,25.56,59.87,18.6
168107,Rice Cake Cracker (Include Hain Mini Rice Cakes),392,4.3,7.1,81.1,4.2
168108,Mars Snackfood Us M&Ms Almond Chocolate,522,27.76,7.53,60.5,5.6
168109,Salad Dressing Coleslaw Dressing Reduced Fat,329,20,0,40,0.4
168110,Pork Cured Ham Low Sodium Lean And Fat Cooked,172,8.3,22.3,0.3,0
168111,Pork Cured Ham Boneless Low Sodium Extra Lean (Approximately 5% Fat) Roasted,145,5.5,20.9,1.5,0
168112,Salad Dressing Mayonnaise And Mayonnaise-Type Low Calorie,263,19,0.9,23.9,0
168113,Frozen Novelties Juice Type Orange,95,0,0.5,23.17,0.1
168114,Cheese Cottage Lowfat 1% Milkfat No Sodium Added,72,1,12.4,2.7,0
168115,Mayonnaise Low Sodium Low Calorie Or Diet,231,19.2,0.3,16,0
168116,Snacks Tortilla Chips Unsalted White Corn,503,23.36,7.79,65.32,5.3
168117,Cranberry Juice Unsweetened,46,0.13,0.39,12.2,0.1
168118,Beef Bologna Reduced Sodium,310,28.4,11.7,2,0
168119,Turnip Greens Canned No Salt Added,19,0.3,1.36,2.81,1.3
168120,Turkey Light Or Dark Meat Smoked Cooked With Skin Bone Removed,208,9.7,28.1,0,0
168121,Cheese Pasteurized Process Cheddar Or American Low Sodium,376,31.19,22.2,1.6,0
168122,Coffee Instant With Whitener Reduced Calorie,509,29.1,1.96,59.94,0.5
168123,Cranberry-Apple Juice Drink Low Calorie With Vitamin C Added,19,0,0.1,4.7,0.1
168124,Cheese Swiss Low Sodium,374,27.4,28.4,3.4,0
168125,Babyfood Dinner Macaroni Beef And Tomato Sauce Toddler,82,1.9,4.34,11.53,1.1
168126,Rolls Pumpernickel,276,2.8,10.8,51.87,5.4
168127,Extruded Corn Chips,557,33.4,6.6,57.4,4.4
168128,Beans Baked Canned No Salt Added,105,0.4,4.8,20.49,5.5
168129,Jellyfish Dried Salted,36,1.4,5.5,0,0
168130,Frozen Novelties Ice Cream Type Chocolate Or Caramel Covered With Nuts,323,20.2,4.4,30.9,0.6
168131,Frankfurter Low Sodium,312,28.51,12,1.8,0
168132,Frozen Novelties Ice Type Pop With Low Calorie Sweetener,24,0,0,5.92,0
168133,Babyfood Dessert Peach Yogurt,77,0.18,0.9,17.6,0.4
168134,Babyfood Dessert Blueberry Yogurt Strained,77,0.7,0.5,17.05,0.4
168135,Babyfood Dessert Banana Yogurt Strained,78,0.52,1.1,17.35,0.5
168136,Ice Creams Chocolate Rich,251,16.98,4.72,19.78,0.9
168137,Snacks Tortilla Chips Light (Baked With Less Oil),465,15.2,8.7,73.4,5.7
